order_id,ord_id,customer_id,cust_id,order_date,order_datetime,product_id,item_id,quantity,qty,unit_price,price,total_amount,order_total,shipping_cost,tax,discount,status,order_status,payment_method,shipping_address,notes,tracking_number
ORD_00258,258,140,CUST_0140,2/15/2023,2023-01-21T02:56:00.000Z,PROD_111,161,3,5,456.92,341.04,535.99,575.47,14.89,22.32,42.49,pending,delivered,paypal,5211 Main St,,
ORD_00259,259,96,CUST_0096,9/24/2023,2023-06-05T12:25:00.000Z,PROD_056,24,2,3,247.06,101.55,928.04,269.49,20.65,35.26,0.00,returned,returned,credit_card,41 Pine Rd,,TRK868299
ORD_00260,260,409,CUST_0409,,2023-10-08T18:29:00.000Z,PROD_010,22,8,3,482.57,103.74,1014.42,518.97,23.94,17.59,0.00,,CANCELLED,credit_card,3556 Main St,,
ORD_00261,261,443,CUST_0443,2023-01-10,2023-04-08T19:49:00.000Z,PROD_002,139,7,4,250.84,408.74,751.32,574.91,0.00,24.75,1.05,pending,,bank_transfer,2370 Oak Ave,Special delivery instructions,
ORD_00262,262,120,CUST_0120,2023-01-17,2023-07-13T04:19:00.000Z,PROD_121,156,1,2,469.40,257.58,940.09,246.08,17.61,38.38,1.11,pending,,paypal,7127 Pine Rd,,TRK703258
ORD_00263,263,269,CUST_0269,2023-03-11,2023-08-17T18:20:00.000Z,PROD_192,92,8,4,166.15,294.36,954.06,63.01,19.01,37.13,19.79,,returned,cash,8765 Pine Rd,,TRK367354
ORD_00264,264,369,CUST_0369,3/6/2023,2023-12-14T18:24:00.000Z,PROD_057,199,1,4,462.66,407.42,834.38,190.73,24.01,31.78,0.00,CANCELLED,returned,paypal,1885 Main St,,
ORD_00265,265,347,CUST_0347,,2023-07-18T17:30:00.000Z,PROD_104,57,8,5,201.76,364.79,819.22,54.64,18.09,16.74,0.65,SHIPPED,SHIPPED,bank_transfer,9409 Oak Ave,,
ORD_00266,266,329,CUST_0329,6/13/2023,2023-08-14T14:15:00.000Z,PROD_143,167,6,2,321.00,233.67,493.38,229.20,6.85,9.65,0.00,SHIPPED,returned,bank_transfer,4102 Pine Rd,,TRK273113
ORD_00267,267,138,CUST_0138,2023-03-26,2023-07-15T08:18:00.000Z,PROD_196,116,7,5,147.26,161.87,319.26,570.73,21.01,50.51,10.57,SHIPPED,SHIPPED,credit_card,4382 Oak Ave,,
ORD_00268,268,253,CUST_0253,2023-08-02,2023-08-17T04:05:00.000Z,PROD_053,105,8,2,459.99,406.90,239.50,801.17,15.25,31.14,0.00,delivered,returned,paypal,5122 Main St,Special delivery instructions,
ORD_00269,269,20,CUST_0020,2023-04-04,2023-08-10T01:24:00.000Z,PROD_044,132,5,4,253.19,101.67,165.75,645.48,0.00,25.39,0.00,delivered,pending,cash,3208 Pine Rd,,TRK508251
ORD_00270,270,321,CUST_0321,1/19/2023,2023-07-16T17:15:00.000Z,PROD_167,174,9,3,338.75,231.87,655.05,699.19,0.00,11.74,0.00,pending,SHIPPED,debit_card,6160 Pine Rd,,
ORD_00271,271,79,CUST_0079,1/2/2023,2023-11-07T11:58:00.000Z,PROD_117,41,1,1,53.23,268.22,851.74,325.00,8.83,23.21,0.00,,returned,bank_transfer,9683 Main St,,TRK487973
ORD_00272,272,394,CUST_0394,2023-03-14,,PROD_193,71,1,3,60.28,204.04,798.43,231.94,17.96,31.33,0.00,delivered,SHIPPED,credit_card,1844 Pine Rd,,TRK955655
ORD_00273,273,36,CUST_0036,8/27/2023,2023-06-03T01:06:00.000Z,PROD_184,77,8,1,75.81,238.77,663.69,240.86,23.54,51.10,0.00,pending,pending,credit_card,2644 Pine Rd,,TRK485967
ORD_00274,274,495,CUST_0495,4/9/2023,2023-02-02T10:01:00.000Z,PROD_024,95,7,4,200.09,91.15,620.65,609.87,0.00,45.84,0.00,SHIPPED,pending,credit_card,3770 Pine Rd,,TRK928003
ORD_00275,275,420,CUST_0420,9/11/2023,2023-02-22T22:48:00.000Z,PROD_153,145,2,1,182.44,229.73,672.09,409.04,18.88,26.97,2.31,SHIPPED,,debit_card,7769 Pine Rd,,TRK295087
ORD_00276,276,213,CUST_0213,12/18/2023,2023-12-16T13:30:00.000Z,PROD_097,150,10,2,91.19,191.49,1012.06,702.87,22.66,11.58,0.00,pending,processing,credit_card,3389 Pine Rd,Special delivery instructions,TRK854749
ORD_00277,277,346,CUST_0346,2023-02-12,2023-11-24T05:23:00.000Z,PROD_065,60,6,3,306.09,407.80,710.35,95.94,5.31,9.46,0.00,delivered,returned,debit_card,8590 Main St,,TRK708691
ORD_00278,278,347,CUST_0347,2023-09-04,2023-08-02T02:22:00.000Z,PROD_062,72,8,4,104.73,377.98,603.53,189.69,0.00,2.01,3.13,delivered,delivered,debit_card,7851 Main St,,TRK663938
ORD_00279,279,342,CUST_0342,12/24/2023,2023-05-08T13:02:00.000Z,PROD_037,68,1,4,207.12,268.61,672.33,69.09,19.49,15.07,0.00,SHIPPED,pending,bank_transfer,2710 Main St,,
ORD_00280,280,295,CUST_0295,2023-05-25,2023-05-24T17:25:00.000Z,PROD_092,99,5,5,66.07,320.55,383.06,285.40,0.00,35.40,0.00,returned,delivered,credit_card,511 Pine Rd,,TRK670954
ORD_00281,281,155,CUST_0155,5/20/2023,2023-10-11T01:57:00.000Z,PROD_132,98,9,2,139.51,380.57,111.26,238.04,17.23,41.01,0.00,returned,processing,bank_transfer,4624 Main St,,TRK645340
ORD_00282,282,86,CUST_0086,3/26/2023,2023-06-16T01:45:00.000Z,PROD_115,137,8,3,492.42,231.28,811.11,124.63,7.92,33.26,27.97,delivered,pending,paypal,5459 Pine Rd,Special delivery instructions,TRK189316
ORD_00283,283,104,CUST_0104,5/20/2023,2023-01-20T21:54:00.000Z,PROD_178,149,5,5,353.17,61.01,778.04,758.29,0.00,20.43,13.48,pending,processing,credit_card,5600 Oak Ave,Special delivery instructions,
ORD_00284,284,19,CUST_0019,2/13/2023,,PROD_036,63,4,4,305.89,57.23,933.01,449.45,0.00,49.21,0.00,CANCELLED,,paypal,482 Oak Ave,Special delivery instructions,TRK310308
ORD_00285,285,11,CUST_0011,12/14/2023,,PROD_107,148,5,4,503.73,89.96,83.87,623.04,0.00,11.51,0.00,processing,returned,credit_card,2387 Pine Rd,,
ORD_00286,286,17,CUST_0017,6/2/2023,2023-01-21T10:36:00.000Z,PROD_088,156,1,1,55.19,296.63,421.24,775.39,17.67,49.53,6.12,pending,delivered,paypal,4568 Oak Ave,,
ORD_00287,287,423,CUST_0423,9/6/2023,2023-09-17T12:50:00.000Z,PROD_166,97,5,2,48.35,332.64,945.07,87.05,17.57,51.53,0.00,processing,CANCELLED,debit_card,5340 Oak Ave,Special delivery instructions,TRK879541
ORD_00288,288,131,CUST_0131,8/23/2023,2023-09-11T19:54:00.000Z,PROD_057,98,5,3,71.71,192.58,173.51,759.77,23.67,45.21,0.00,processing,processing,bank_transfer,4419 Main St,,TRK403427
ORD_00289,289,377,CUST_0377,10/6/2023,2023-12-28T11:49:00.000Z,PROD_098,14,2,3,430.25,218.88,579.00,525.34,0.00,8.74,0.00,returned,CANCELLED,cash,8496 Pine Rd,,TRK536972
ORD_00290,290,298,CUST_0298,2023-06-05,2023-06-27T22:35:00.000Z,PROD_108,135,1,1,393.58,164.19,1017.33,393.78,14.36,6.55,0.00,processing,pending,debit_card,1618 Pine Rd,,TRK856016
ORD_00291,291,208,CUST_0208,10/7/2023,2023-11-07T14:31:00.000Z,PROD_112,13,9,1,10.65,68.61,362.38,181.72,21.82,25.92,23.80,SHIPPED,,credit_card,66 Main St,,TRK518346
ORD_00292,292,148,CUST_0148,2023-02-15,2023-01-20T22:46:00.000Z,PROD_154,16,4,3,98.55,118.76,195.63,525.02,5.91,27.53,24.66,pending,returned,cash,720 Oak Ave,,TRK827782
ORD_00293,293,350,CUST_0350,1/18/2023,2023-02-20T23:50:00.000Z,PROD_135,4,8,3,129.24,165.74,495.93,99.79,7.60,30.93,0.00,returned,returned,bank_transfer,8346 Pine Rd,Special delivery instructions,TRK982139
ORD_00294,294,213,CUST_0213,7/2/2023,2023-08-19T09:23:00.000Z,PROD_191,169,7,4,255.13,231.93,995.28,837.13,0.00,9.75,0.00,pending,CANCELLED,credit_card,6002 Main St,Special delivery instructions,
ORD_00295,295,450,CUST_0450,9/15/2023,2023-05-10T09:32:00.000Z,PROD_030,36,9,3,236.22,113.74,680.67,389.20,14.06,51.30,0.00,pending,pending,debit_card,3889 Pine Rd,,TRK874133
ORD_00296,296,438,CUST_0438,2023-09-10,2023-09-19T09:30:00.000Z,PROD_150,44,6,2,154.95,221.14,593.69,213.35,9.08,21.54,11.68,processing,pending,bank_transfer,1737 Pine Rd,,TRK665994
ORD_00297,297,140,CUST_0140,2023-04-05,,PROD_178,21,2,2,171.10,122.04,666.79,285.72,0.00,37.17,0.00,delivered,SHIPPED,debit_card,6460 Oak Ave,,
ORD_00298,298,146,CUST_0146,2023-08-15,2023-12-27T04:34:00.000Z,PROD_019,191,10,1,219.91,347.38,956.25,736.97,7.81,6.02,37.59,CANCELLED,processing,paypal,9393 Main St,,
ORD_00299,299,176,CUST_0176,4/21/2023,2023-02-03T16:24:00.000Z,PROD_153,31,1,4,469.55,232.79,827.74,800.71,19.57,51.67,0.00,returned,CANCELLED,bank_transfer,6406 Main St,,TRK516054
ORD_00300,300,232,CUST_0232,2023-09-01,2023-12-15T04:02:00.000Z,PROD_076,143,2,2,174.21,289.08,213.58,232.79,21.24,3.53,0.00,returned,,credit_card,2985 Main St,Special delivery instructions,TRK339788
ORD_00301,301,118,CUST_0118,2023-04-06,2023-07-03T23:05:00.000Z,PROD_054,54,7,5,238.92,312.12,727.53,499.93,8.31,37.23,43.22,,returned,cash,7860 Main St,Special delivery instructions,
ORD_00302,302,259,CUST_0259,2023-02-28,2023-02-04T02:24:00.000Z,PROD_195,127,6,5,182.47,318.81,780.44,303.08,15.21,9.95,0.00,delivered,SHIPPED,debit_card,186 Oak Ave,,
ORD_00303,303,444,CUST_0444,6/9/2023,2023-08-17T08:17:00.000Z,PROD_066,151,2,5,158.34,250.04,368.12,302.28,18.50,12.02,0.00,delivered,pending,debit_card,7067 Pine Rd,,TRK252880
ORD_00304,304,30,CUST_0030,2023-12-17,,PROD_138,153,9,4,321.33,127.86,367.48,78.71,13.09,18.78,0.00,CANCELLED,CANCELLED,cash,9866 Main St,,
ORD_00305,305,179,CUST_0179,9/7/2023,2023-02-18T17:28:00.000Z,PROD_059,151,10,4,91.39,263.70,637.90,62.60,6.87,36.66,0.00,,SHIPPED,debit_card,6043 Pine Rd,,
ORD_00306,306,395,CUST_0395,3/11/2023,2023-01-05T02:06:00.000Z,PROD_132,25,2,4,343.79,374.62,537.15,102.02,14.27,51.31,0.00,SHIPPED,CANCELLED,paypal,2091 Oak Ave,,TRK838993
ORD_00307,307,259,CUST_0259,2023-04-21,2023-10-23T08:11:00.000Z,PROD_094,77,5,4,210.85,344.49,517.85,165.26,0.00,24.50,0.00,,pending,cash,4751 Oak Ave,,
ORD_00308,308,433,CUST_0433,2023-10-03,,PROD_079,167,2,1,194.98,191.89,681.25,196.91,6.00,17.68,0.00,,returned,paypal,4847 Pine Rd,,
ORD_00309,309,281,CUST_0281,8/2/2023,,PROD_138,191,4,1,256.22,106.95,690.87,276.65,5.90,33.42,0.00,CANCELLED,,cash,8282 Pine Rd,Special delivery instructions,TRK576281
ORD_00310,310,80,CUST_0080,3/20/2023,2023-10-04T12:58:00.000Z,PROD_037,12,6,1,455.57,268.08,987.61,78.05,23.67,44.79,0.00,CANCELLED,CANCELLED,paypal,7066 Oak Ave,,TRK306640
ORD_00311,311,437,CUST_0437,3/21/2023,2023-04-14T20:35:00.000Z,PROD_012,190,6,1,45.16,295.97,106.02,447.55,8.88,27.90,0.00,pending,returned,paypal,3833 Main St,,TRK266736
ORD_00312,312,199,CUST_0199,3/27/2023,2023-11-18T17:17:00.000Z,PROD_040,176,10,2,198.52,301.73,726.97,724.45,22.97,28.02,0.00,SHIPPED,,paypal,1781 Main St,,TRK991440
ORD_00313,313,367,CUST_0367,12/16/2023,2023-05-01T09:17:00.000Z,PROD_131,158,3,1,348.49,15.06,233.85,648.39,0.00,30.53,0.00,delivered,returned,debit_card,9664 Oak Ave,Special delivery instructions,TRK457207
ORD_00314,314,294,CUST_0294,,2023-07-14T01:51:00.000Z,PROD_190,119,3,4,268.86,180.71,92.06,644.50,18.76,36.17,0.00,delivered,CANCELLED,bank_transfer,9227 Pine Rd,,TRK326212
ORD_00315,315,274,CUST_0274,11/15/2023,2023-04-22T08:36:00.000Z,PROD_193,133,8,5,135.68,50.00,570.00,469.72,17.16,20.18,0.00,pending,,cash,4436 Oak Ave,,TRK837615
ORD_00316,316,131,CUST_0131,2023-09-11,2023-04-12T05:49:00.000Z,PROD_102,179,1,1,305.48,25.65,961.38,764.66,13.14,4.36,0.00,delivered,pending,bank_transfer,3704 Main St,,TRK409452
ORD_00317,317,295,CUST_0295,8/17/2023,2023-03-01T21:46:00.000Z,PROD_087,84,3,1,84.75,354.19,578.90,564.35,6.70,15.38,4.03,CANCELLED,processing,paypal,8995 Main St,Special delivery instructions,
ORD_00318,318,184,CUST_0184,2023-01-10,2023-07-18T16:28:00.000Z,PROD_117,159,8,2,194.35,263.68,527.21,828.59,0.00,3.89,0.00,delivered,SHIPPED,credit_card,91 Pine Rd,,TRK975171
ORD_00319,319,122,CUST_0122,2023-11-10,2023-07-09T09:07:00.000Z,PROD_009,64,10,2,40.35,380.75,524.63,317.72,6.05,48.73,0.00,,CANCELLED,paypal,6551 Main St,,
ORD_00320,320,67,CUST_0067,5/23/2023,2023-12-21T14:56:00.000Z,PROD_109,197,2,5,248.08,279.00,268.46,93.76,11.60,33.28,0.00,CANCELLED,pending,paypal,4586 Pine Rd,,TRK767142
ORD_00321,321,435,CUST_0435,2023-12-05,2023-06-03T02:29:00.000Z,PROD_108,111,2,2,134.46,261.70,630.43,100.21,17.11,34.64,25.04,CANCELLED,CANCELLED,paypal,8547 Main St,,
ORD_00322,322,9,CUST_0009,7/16/2023,,PROD_050,130,8,2,349.48,112.48,595.01,119.57,22.76,39.09,0.00,CANCELLED,SHIPPED,credit_card,3778 Oak Ave,Special delivery instructions,TRK315111
ORD_00323,323,154,CUST_0154,2/10/2023,,PROD_026,12,10,5,288.59,405.36,481.14,578.83,11.20,32.37,0.00,,returned,debit_card,3886 Oak Ave,,TRK388844
ORD_00324,324,149,CUST_0149,3/28/2023,2023-09-24T01:51:00.000Z,PROD_107,97,7,1,437.67,244.64,343.80,192.14,19.89,16.38,45.37,CANCELLED,returned,paypal,7387 Pine Rd,,TRK353508
ORD_00325,325,215,CUST_0215,2/23/2023,2023-12-01T23:24:00.000Z,PROD_026,43,9,1,262.72,411.82,627.67,589.85,15.20,44.89,0.00,returned,processing,credit_card,829 Pine Rd,,TRK226089
ORD_00326,326,303,CUST_0303,2023-02-07,2023-08-04T07:16:00.000Z,PROD_165,11,2,3,62.44,393.17,835.48,259.10,13.45,21.14,0.00,delivered,SHIPPED,debit_card,4478 Main St,,
ORD_00327,327,256,CUST_0256,2023-03-01,2023-02-02T18:43:00.000Z,PROD_033,186,3,1,503.89,275.24,647.76,483.02,5.95,22.46,0.00,returned,returned,cash,879 Pine Rd,,
ORD_00328,328,60,CUST_0060,8/24/2023,2023-03-01T19:25:00.000Z,PROD_172,20,3,1,170.05,288.86,558.34,792.88,16.13,36.66,0.00,processing,delivered,debit_card,9432 Pine Rd,,
ORD_00329,329,90,CUST_0090,2023-07-20,2023-08-12T03:14:00.000Z,PROD_073,87,10,1,262.12,377.99,613.77,255.98,7.20,34.70,0.00,,processing,debit_card,2672 Main St,,
ORD_00330,330,31,CUST_0031,2023-01-15,,PROD_128,152,7,3,249.50,373.22,642.56,40.55,20.06,26.53,0.00,,CANCELLED,debit_card,5071 Pine Rd,,
ORD_00331,331,4,CUST_0004,2023-03-20,2023-08-13T20:12:00.000Z,PROD_129,60,7,2,491.01,297.82,395.77,686.62,0.00,44.02,36.06,,SHIPPED,credit_card,9431 Pine Rd,Special delivery instructions,TRK860240
ORD_00332,332,372,CUST_0372,12/26/2023,2023-12-28T07:16:00.000Z,PROD_162,44,5,1,25.13,231.35,577.80,345.97,0.00,29.43,43.11,CANCELLED,,bank_transfer,1026 Oak Ave,,TRK421025
ORD_00333,333,463,CUST_0463,2023-02-21,2023-02-22T10:17:00.000Z,PROD_036,106,3,4,321.50,302.27,574.41,133.91,12.72,46.45,0.00,returned,returned,debit_card,1167 Pine Rd,,TRK414038
ORD_00334,334,84,CUST_0084,10/23/2023,2023-06-27T05:51:00.000Z,PROD_151,148,6,5,192.86,121.10,143.38,586.78,20.49,22.26,0.00,returned,SHIPPED,credit_card,6121 Pine Rd,,
ORD_00335,335,245,CUST_0245,5/6/2023,2023-04-28T17:22:00.000Z,PROD_073,143,6,5,20.14,335.58,862.04,107.13,19.18,45.35,0.00,,SHIPPED,paypal,4374 Pine Rd,Special delivery instructions,TRK246318
ORD_00336,336,112,CUST_0112,1/23/2023,,PROD_098,163,2,4,319.72,44.35,472.25,599.93,10.88,7.69,0.00,CANCELLED,processing,cash,4983 Pine Rd,,TRK675681
ORD_00337,337,134,CUST_0134,4/19/2023,2023-01-13T05:26:00.000Z,PROD_139,157,4,3,474.89,344.02,667.78,527.84,0.00,34.84,27.22,processing,,credit_card,6329 Oak Ave,,TRK733052
ORD_00338,338,48,CUST_0048,2023-03-17,2023-05-13T19:07:00.000Z,PROD_195,26,7,3,138.91,71.16,263.16,384.70,20.49,24.80,18.66,pending,CANCELLED,paypal,1851 Main St,Special delivery instructions,TRK475881
ORD_00339,339,298,CUST_0298,8/21/2023,2023-09-12T10:31:00.000Z,PROD_146,114,10,4,200.95,361.21,170.02,305.21,24.40,31.74,0.00,,pending,paypal,5733 Oak Ave,,TRK769356
ORD_00340,340,112,CUST_0112,11/7/2023,2023-04-03T12:52:00.000Z,PROD_192,16,10,5,354.68,324.41,188.87,318.90,16.30,22.74,6.16,processing,returned,credit_card,4202 Main St,Special delivery instructions,
ORD_00341,341,282,CUST_0282,,2023-03-23T21:54:00.000Z,PROD_091,23,5,1,358.80,282.01,73.55,679.55,15.60,6.55,29.76,SHIPPED,pending,paypal,6600 Pine Rd,,TRK894759
ORD_00342,342,344,CUST_0344,10/28/2023,2023-02-13T09:59:00.000Z,PROD_086,64,8,3,216.97,373.01,553.35,166.19,0.00,4.90,0.00,,,debit_card,88 Oak Ave,,TRK152549
ORD_00343,343,202,CUST_0202,4/17/2023,2023-01-21T21:05:00.000Z,PROD_097,186,10,5,56.42,318.89,1022.78,743.88,0.00,49.49,0.00,CANCELLED,returned,paypal,3240 Oak Ave,Special delivery instructions,TRK909341
ORD_00344,344,65,CUST_0065,5/15/2023,2023-07-06T00:57:00.000Z,PROD_139,122,9,3,409.41,386.75,59.28,687.74,10.31,48.73,0.00,,pending,paypal,4720 Oak Ave,,TRK517015
ORD_00345,345,398,CUST_0398,10/18/2023,,PROD_169,63,2,1,372.21,48.07,863.80,830.24,16.86,44.54,0.00,,delivered,paypal,6532 Oak Ave,Special delivery instructions,
ORD_00346,346,304,CUST_0304,2023-12-24,2023-08-20T11:56:00.000Z,PROD_129,136,3,3,165.46,105.46,279.83,790.82,0.00,48.26,30.44,SHIPPED,returned,paypal,1404 Pine Rd,,
ORD_00347,347,259,CUST_0259,2022-12-31,2023-04-12T16:27:00.000Z,PROD_178,199,2,1,328.23,330.47,963.22,385.31,19.05,35.01,0.00,returned,pending,debit_card,6640 Oak Ave,,
ORD_00348,348,252,CUST_0252,6/11/2023,,PROD_120,101,6,2,247.68,138.54,155.97,778.08,6.80,11.97,23.10,CANCELLED,pending,bank_transfer,5420 Pine Rd,,
ORD_00349,349,226,CUST_0226,2023-03-09,,PROD_161,193,1,4,289.00,97.41,498.84,160.48,16.48,36.90,35.76,delivered,delivered,debit_card,4431 Main St,,TRK104856
ORD_00350,350,448,CUST_0448,,2023-05-04T01:07:00.000Z,PROD_118,123,5,1,65.35,227.67,295.23,146.69,12.23,28.90,0.00,,delivered,debit_card,508 Pine Rd,,
ORD_00351,351,158,CUST_0158,1/28/2023,,PROD_042,86,4,4,92.32,119.20,814.30,606.17,9.41,48.44,0.00,returned,pending,cash,2794 Oak Ave,,TRK406926
ORD_00352,352,346,CUST_0346,8/4/2023,2023-05-12T05:21:00.000Z,PROD_074,157,2,3,97.17,268.62,347.19,161.15,6.93,33.83,39.45,SHIPPED,returned,cash,9236 Main St,,
ORD_00353,353,244,CUST_0244,5/10/2023,2023-05-04T18:45:00.000Z,PROD_037,185,7,3,302.99,73.65,808.53,805.70,21.55,14.92,0.00,CANCELLED,pending,cash,6846 Oak Ave,,
ORD_00354,354,267,CUST_0267,2023-09-06,2023-01-08T10:51:00.000Z,PROD_028,95,10,2,357.74,372.20,224.54,352.39,10.62,7.34,18.67,delivered,returned,cash,3611 Oak Ave,,TRK805063
ORD_00355,355,59,CUST_0059,2/23/2023,2023-10-26T03:54:00.000Z,PROD_156,32,6,4,386.16,302.03,393.24,511.71,0.00,46.95,0.00,delivered,CANCELLED,credit_card,9879 Main St,,TRK574952
ORD_00356,356,442,CUST_0442,,2023-12-21T19:45:00.000Z,PROD_067,140,4,2,444.66,34.41,429.93,106.61,11.57,25.47,5.16,pending,pending,bank_transfer,5481 Pine Rd,,
ORD_00357,357,363,CUST_0363,2023-05-12,2023-05-14T00:47:00.000Z,PROD_141,59,10,5,275.74,94.07,165.96,450.33,22.70,17.04,0.00,returned,delivered,credit_card,9669 Pine Rd,,
ORD_00358,358,361,CUST_0361,2023-11-22,2023-06-06T21:47:00.000Z,PROD_164,190,6,1,430.90,130.76,234.85,459.85,23.72,47.73,32.85,CANCELLED,processing,paypal,1495 Pine Rd,,TRK474515
ORD_00359,359,407,CUST_0407,9/8/2023,2023-07-06T09:00:00.000Z,PROD_195,145,6,2,127.39,268.73,906.33,276.86,0.00,14.67,0.00,CANCELLED,processing,credit_card,9466 Pine Rd,,
ORD_00360,360,353,CUST_0353,2023-02-25,2023-04-16T17:21:00.000Z,PROD_047,151,1,2,96.25,350.21,118.26,218.52,14.79,36.58,0.00,,,debit_card,5014 Pine Rd,,TRK850595
ORD_00361,361,4,CUST_0004,2023-01-05,2023-07-21T07:19:00.000Z,PROD_018,50,7,1,274.22,22.28,438.97,354.25,15.73,9.70,0.00,CANCELLED,CANCELLED,bank_transfer,4960 Main St,,
ORD_00362,362,453,CUST_0453,6/4/2023,,PROD_016,139,10,1,24.97,296.67,1044.15,548.64,0.00,33.78,0.00,,returned,bank_transfer,6039 Pine Rd,,TRK570906
ORD_00363,363,224,CUST_0224,5/17/2023,2023-04-13T23:08:00.000Z,PROD_034,126,8,5,447.27,191.44,798.34,676.88,12.49,10.03,0.00,SHIPPED,delivered,bank_transfer,1898 Main St,Special delivery instructions,TRK168393
ORD_00364,364,257,CUST_0257,7/15/2023,2023-07-04T11:05:00.000Z,PROD_041,6,7,4,348.68,401.60,340.35,822.36,7.12,17.04,0.00,SHIPPED,processing,cash,5884 Main St,,TRK254511
ORD_00365,365,23,CUST_0023,2023-09-24,2023-11-26T22:52:00.000Z,PROD_099,148,4,4,71.00,406.91,711.66,599.72,10.40,6.33,0.00,pending,pending,cash,4007 Main St,,TRK470564
ORD_00366,366,374,CUST_0374,2023-03-22,2023-11-02T01:05:00.000Z,PROD_118,173,4,1,192.84,405.74,794.41,754.86,24.61,43.50,1.44,returned,pending,credit_card,2354 Oak Ave,,TRK958300
ORD_00367,367,81,CUST_0081,2023-04-06,2023-06-12T16:53:00.000Z,PROD_195,140,1,4,271.38,141.21,237.81,831.91,14.29,40.23,0.00,returned,processing,paypal,2110 Oak Ave,,TRK332300
ORD_00368,368,356,CUST_0356,8/8/2023,2023-05-28T06:11:00.000Z,PROD_102,181,1,2,43.15,163.07,1014.91,359.46,18.84,12.32,37.03,processing,,paypal,477 Pine Rd,,TRK658088
ORD_00369,369,181,CUST_0181,2023-02-02,2023-04-21T12:41:00.000Z,PROD_143,186,6,1,137.57,332.36,256.99,805.36,24.21,7.94,46.49,delivered,processing,paypal,9587 Pine Rd,,TRK530593
ORD_00370,370,84,CUST_0084,2023-04-21,2023-06-01T05:39:00.000Z,PROD_175,11,9,5,28.35,306.65,747.09,466.71,18.92,31.65,0.00,delivered,,cash,5974 Pine Rd,,
ORD_00371,371,20,CUST_0020,1/22/2023,2023-03-13T04:13:00.000Z,PROD_031,150,4,4,326.80,96.83,358.93,764.81,0.00,46.74,0.00,,pending,bank_transfer,4853 Oak Ave,,TRK574985
ORD_00372,372,89,CUST_0089,2/2/2023,,PROD_102,165,3,4,265.23,33.06,74.44,486.27,0.00,20.15,0.00,pending,processing,paypal,687 Main St,Special delivery instructions,TRK351609
ORD_00373,373,118,CUST_0118,12/20/2023,2023-01-15T12:26:00.000Z,PROD_200,24,1,3,203.91,95.77,976.59,461.70,0.00,45.59,0.00,SHIPPED,SHIPPED,debit_card,3941 Main St,,TRK535994
ORD_00374,374,238,CUST_0238,7/6/2023,2023-08-08T13:29:00.000Z,PROD_194,167,9,3,38.68,53.50,458.12,138.28,12.42,13.70,0.00,SHIPPED,SHIPPED,cash,4729 Pine Rd,,
ORD_00375,375,289,CUST_0289,5/12/2023,2023-09-30T20:53:00.000Z,PROD_020,125,6,5,367.81,404.38,930.26,758.54,0.00,37.46,23.70,returned,,bank_transfer,9779 Pine Rd,,
ORD_00376,376,386,CUST_0386,2023-03-07,2023-06-28T11:28:00.000Z,PROD_147,139,6,2,466.86,161.27,287.82,779.60,20.70,4.71,17.45,CANCELLED,processing,paypal,4508 Oak Ave,Special delivery instructions,
ORD_00377,377,168,CUST_0168,10/19/2023,2023-08-26T01:09:00.000Z,PROD_094,26,9,5,372.27,398.93,882.83,832.47,0.00,28.34,0.00,returned,pending,debit_card,9759 Pine Rd,,
ORD_00378,378,410,CUST_0410,2023-01-16,2023-07-25T03:36:00.000Z,PROD_075,61,10,4,373.11,90.25,62.33,290.42,12.90,47.98,0.00,CANCELLED,returned,cash,6156 Oak Ave,Special delivery instructions,TRK189416
ORD_00379,379,264,CUST_0264,7/23/2023,,PROD_132,14,7,2,229.96,94.90,146.61,118.11,12.79,19.05,0.00,delivered,delivered,cash,7064 Main St,,TRK569484
ORD_00380,380,179,CUST_0179,10/17/2023,,PROD_071,200,6,3,352.75,309.89,933.96,697.86,6.53,16.37,0.00,CANCELLED,,cash,2710 Pine Rd,,TRK848425
ORD_00381,381,412,CUST_0412,2023-09-25,2023-08-27T08:15:00.000Z,PROD_144,62,2,1,78.26,340.51,654.50,99.78,21.42,46.06,0.00,CANCELLED,,debit_card,2320 Pine Rd,,TRK527724
ORD_00382,382,139,CUST_0139,7/19/2023,2023-07-13T23:43:00.000Z,PROD_141,45,2,2,134.41,108.86,1049.28,740.66,0.00,16.42,0.00,returned,,credit_card,7396 Pine Rd,Special delivery instructions,TRK638535
ORD_00383,383,254,CUST_0254,,,PROD_083,8,7,5,440.98,186.65,552.11,395.93,0.00,31.71,0.00,returned,,debit_card,5339 Pine Rd,,TRK736380
ORD_00384,384,24,CUST_0024,6/27/2023,2023-11-22T15:59:00.000Z,PROD_157,140,4,4,357.40,300.52,954.17,304.73,15.29,27.74,0.00,returned,processing,debit_card,9876 Oak Ave,,TRK417546
ORD_00385,385,380,CUST_0380,11/24/2023,2023-07-02T00:17:00.000Z,PROD_054,85,4,4,289.43,78.21,638.83,336.74,13.61,21.96,0.00,CANCELLED,pending,debit_card,1254 Pine Rd,,
ORD_00386,386,224,CUST_0224,2023-11-16,2023-04-20T04:41:00.000Z,PROD_050,178,5,4,409.95,364.59,262.25,327.92,5.13,17.09,0.00,SHIPPED,,cash,4612 Pine Rd,Special delivery instructions,TRK616508
